name,nature,source,circumstance,gift_old_style,gift_received_date,gift_date
"Trudeau, Justin",Framed Canadian Paralympic Team Podium Jacket signed by Rio 2016 Paralympian Medallists,"Canadian Paralympic Committee, Ottawa",Presented during reception on Parliament Hill for Olympian and Paralympian medalists, ,2016/11/02,2017/01/11
"Trudeau, Justin",Liberian handmade quilt with large coconut trees,"Her Excellency Ellen Johnson Sirleaf, President of the Republic of Liberia","Presented during my visit to Monrovia, Liberia", ,2016/11/25,2017/01/11
"Trudeau, Justin","Butterfly glasswork by artist Cathrine Maske, Oslo, Norway given to me and my spouse",His Royal Highness Crown Prince Haakon and Her Royal Highness Crown Princess Mette-Marit o...,Official visit to Ottawa, ,2016/11/06,2017/01/11
"Trudeau, Justin",Decorative ceramic piece signed by Cuban artist Choco/15 given to me and my spouse,"His Excellency Raúl Castro Ruz, President of the Republic of Cuba",Official visit to Cuba, ,2016/11/15,2017/01/11
"Trudeau, Justin",Framed winter scene of deer on canvas given to my spouse,"His Excellency Abul Hassan Mahmood Ali, Minister of Foreign Affairs Bangladesh","Accepted by my staff, on behalf of my spouse, during a visit to Ottawa", ,2016/10/24,2017/01/11
"Trudeau, Justin",Vase with butterfly and scrolled branches pattern by Excellence Collection,"Dr. James C.Y. Soong, Chairman of the People First Party Chinese Taipei","While attending the Asia-Pacific Economic Cooperation Summit 2016 in Lima, Peru", ,2016/11/19,2017/01/11
"Trudeau, Justin",2 pairs of silver earrings by designer “ELLAments by Tanya” given to my spouse,"Tanya Milne, Nova Scotia",Introduction as a jewellery designer, ,2016/11/30,2017/01/11
"Trudeau, Justin",Hickory sculpture mounted on Quebec Soapstone titled “Sunny Ways” given to me and my spous...,"Garry Bowes, wood carver, WoodSong Studio, Ottawa, Ontario",Commemorative piece from his private collection, ,2016/12/19,2017/01/11
"Trudeau, Justin",Wooden carved Peruvian horse decorated with Sterling Silver,"His Excellency Pedro Pablo Kucynski, President of the Republic of Peru","Attended the Asia-Pacific Economic Cooperation Summit 2016 in Lima, Peru", ,2016/11/19,2017/01/11
"Trudeau, Justin",Traditional Lamb’s Wool Pampa Poncho presented in a wooden box with the Argentine Coat of ...,"His Excellency Mauricio Maci, President of the Argentine Republic","Official visit to Buenos Aires, Argentina", ,2016/11/17,2017/01/11
"Trudeau, Justin","Sol-Vicuña Shawl designed by Michell Group, Peru given to my spouse","His Excellency Pedro Pablo Kucynski, President of the Republic of Peru","Prime Minister Trudeau attended the Asia-Pacific Economic Cooperation Summit 2016 in Lima,...", ,2016/11/19,2017/01/11
"Trudeau, Justin","Bottle of Châteauneuf-Du-Pape – La Célestière, 2010 and chest containing food products","His Excellency Mohammed Saif Helal Al Shehhi, Ambassador, Embassy of the United Arab Emira...",Merry Christmas and Happy New Year, ,2016/12/23,2017/01/11
"Trudeau, Justin",Shinepukur Bone China 6 cup tea set made in Bangladesh,"His Excellency Abul Hassan Mahmood Ali, Minister of Foreign Affairs Bangladesh","Accepted by my staff, on my behalf, during a visit to Ottawa", ,2016/10/24,2017/01/11
"Trudeau, Justin",Framed Canadian Olympic Team Podium Jacket signed by Rio 2016 Olympic Medallists,"Canadian Olympic Committee, Toronto",Presented during reception on Parliament Hill for Olympian and Paralympian medalists, ,2016/11/02,2017/01/11
"Bennett, Carolyn","Ribbon skirt, shawl and purse","Elder Irene and daughter of Chief, Enoch Siksik","Pipe ceremony and sweat ceremony at Enoch Cree Nation, Enoch, Alberta", ,2016/07/20,2017/01/09
"Bennett, Carolyn",Painting,"Perry Bellegarde, National Chief of the Assembly of First Nations","Special Chiefs Assembly in Gatineau, Quebec", ,2016/12/06,2016/12/21
"Sajjan, Harjit S.",Bauer hockey stick,"Mr. Raimond Bergmanis, Minister of Defence of Latvia","Following an official conference in Riga, Latvia", ,2016/10/28,2016/12/15
"Romanado, Sherry",- Two dinner tickets.,- Railway Association of Canada.,Member and Chair of the Parliamentary Railway Caucus., ,,2016/12/13
"Damoff, Pam","Event/sporting event ticket(s)
Number of Tickets: 2
Canadian Premiere Gala of COME FROM AW...","David Mirvish, Founder Mirvish Productions",Official function, ,2016/11/23,2016/12/13
"Miller, Marc",Two tickets to the National Arts Centre Gala,"Gary Zed, Chair of the National Arts Centre Gala committee",Invited in my capacity as Member of Parliament, ,2016/10/22,2016/12/09
"Freeland, Chrystia",Ron La Isla del Tesoro 70 CL (rum),"Rodrigo Malmierca Diaz, Cuban Minister of Foreign Trade and Investment",Official visit abroad, ,2016/11/16,2016/12/07
"Bibeau, Marie-Claude",One ticket to attend the 2016 ADISQ Gala,"Claude Larivée, President - ADISQ",Invited in my capacity as Minister of International Development and La Francophonie, ,2016/10/30,2016/12/07
"Trudeau, Justin",Blossoming Dream: Silk Shawl and leather clutch manufactured by Wensli Group Co. and Zheji...,"Madame Peng Liyuan, spouse of His Excellency Xi Jinping, President of the People’s Republi...","Official visit to Hangzhou, People’s Republic of China to attend the G20 Summit (August 29...", ,,2016/11/30
"Trudeau, Justin",LETV smart bicycle,"His Excellency Li Keqiang, Premier of the State Council of the People’s Republic of China","Official visit to Hangzhou, People’s Republic of China to attend the G20 Summit (September...", ,,2016/11/30
"Trudeau, Justin",Hand embroidered silk clutch offered to my spouse,"Madame Cheng Hong spouse of His Excellency Li Keqiang, Premier of the State Council of the...","Official visit to Ottawa (September 21-22, 2016)", ,,2016/11/30
"Trudeau, Justin",Anzie Moonstone earrings offered to my spouse,"Jaclyn Stein, designer and CEO of Anzie Jewelry, Montreal","Duke and Duchess of Cambridge visit to Canada - Victoria, BC (September 24-25, 2016)", ,,2016/11/30
"Trudeau, Justin",Bronze portrait mounted on a wooden plaque of Pierre Elliott Trudeau– 18 octobre 1919 – 28...,"His Excellency Abdul Hamid, President of the People’s Republic of Bangladesh","Fifth Replenishment Conference of the Global Fund to Fight AIDS, Tuberculosis and Malaria ...", ,,2016/11/30
"Trudeau, Justin",Hand painted Chinese porcelain 6 piece tea set and 4 porcelain tea jars,"His Excellency Li Keqiang, Premier of the State Council of the People’s Republic of China","Official visit to Ottawa (September 21-22, 2016)", ,,2016/11/30
"Trudeau, Justin",Pearl beaded necklace and bracelet set offered to my spouse,"His Excellency Li Keqiang, Premier of the State Council of the People’s Republic of China","Official visit to Hangzhou, People’s Republic of China during the G20 Summit (September 21...", ,,2016/11/30
"Trudeau, Justin",Block/watermelon Petite Shopper Michique Handbag with Swarovski Crystals offered to my spo...,"Michelle Newcombe and Monique Delisle of Michique Handbags, Sydney, Nova Scotia",Introduction to designer handbags, ,2016/09/20,2016/11/30
"Trudeau, Justin",Flying Pigeon bicycle offered to my daughter,"His Excellency Li Keqiang, Premier of the State Council of the People’s Republic of China","Official visit to Hangzhou, People’s Republic of China during the G20 Summit (September 21...", ,,2016/11/30
"Trudeau, Justin",Customized Changhua stone carved portrait seal of myself by producer Lin’an Changhua Blood...,"His Excellency Xi Jinping, President of the People’s Republic of China","Official visit to Hangzhou, People’s Republic of China to attend the G20 Summit (August 29...", ,,2016/11/30
"Trudeau, Justin",4 - Junior Men’s National Hockey Team Jerseys offered to me and my family including letter...,"2017 National Junior Team, Calgary, Alberta",Commemorate Canada’s 150 Years of Confederation, ,2016/09/20,2016/11/30
"Trudeau, Justin","Les poids à peser l’or en Côte d’Ivoire, including certificate of authenticity","S.E.M. Alassane Ouattara, Président de la République de Côte d’Ivoire","Fifth Replenishment Conference of the Global Fund to Fight AIDS, Tuberculosis and Malaria ...", ,,2016/11/30
"Trudeau, Justin",Reversible lamb leather jacket and reversible lamb leather white shawl offered to my spous...,Carmelle Bordeleau-Zenko of Bordeleau & Zen Co.,Introduction to Bordeleau & Zen designs, ,2016/10/28,2016/11/30
"Trudeau, Justin",Silk Poppy scarves titled “Novembre” offered to my spouse and men’s suit pocket square by ...,"Nimi Nanji-Simard, Westmount, Quebec",Commemoration to celebrate men and women in uniform on Remembrance Day, ,2016/09/11,2016/11/30
"Bennett, Carolyn","Woven baskets, purse. pins, beaded brooch and woven box","Regional Chief Morley Googoo (Nova Scotia and Newfoundland), Assembly of First Nations",Meeting with First Nation leadership, ,2016/11/09,2016/11/30
"McCauley, Kelly",2 bottles of Kweichow Moutai liquor,"Mr. Michael Ma, a constituent, and Mr. Fred Ma",Following an informal visit at my House of Commons office, ,2016/11/18,2016/11/25
"O'Connell, Jennifer","1 ticket to attend the Mayor's Gala 2016 in Pickering, Ontario",Mr. Ken Rovinelli of TACC Developments,Invited in my capacity as Member of Parliament, ,2016/11/19,2016/11/21
"Fragiskatos, Peter",1 ticket to attend the Robarts Research Institute Leaders in Innovation Dinner Gala,Robarts Research Institute Gala organizers,Invited in my capacity as Member of Parliament, ,2016/11/10,2016/11/18
"Telford, Katie",Conference Registration Fee,Fortune Conferences,Invitation received from Fortune in relation to official government position, ,2016/10/17,2016/11/17
"Oliphant, Robert","Two tickets to Alzheimer Society of Toronto's ""2016 Unforgettable Evening Gala"", November ...",Alzheimer Society of Toronto,Invited as guest to deliver remarks., ,,2016/11/14
"Oliphant, Robert","One ticket to attend the True Patriot Love Dinner, November 9, 2016.",True Patriot Love Foundation,Invited in my capacity as Member of Parliament, ,,2016/11/14
"Freeland, Chrystia",Handbag,"Didier Reynders, Minister of Foreign Affairs of Belgium",Bilateral meeting to discuss the Canada-European Union Comprehensive Economic and Trade Ag..., ,2016/10/20,2016/11/02
"MacKinnon, Steven","2 tickets to attend the Gala de l'Association québécoise de l'industrie du disque, du spec...",ADISQ,Invited in my capacity as Member of Parliament, ,2016/10/30,2016/11/01
"Lametti, David",Small Lafayette paperweight (green),President of the Walloon Parliament,"Gift in appreciation of visit to Parliament, committee appearance", ,2016/10/17,2016/10/31
"Freeland, Chrystia",Sculpture,"His Excellency Sultan Saeed Al Mansoori, Minister of Economy, United Arab Emirates","Meeting of the Canada-United Arab Emirates Joint Ecomonic Committee in Ottawa, Ontario", ,2016/09/28,2016/10/28
"MacAulay, Lawrence","Book of photographs ""Mares de Mexico—Seas of Mexico"" by Alfonso Huerta","José Calzada, Secretary of Agriculture for Mexico",Bilateral meeting in Mexico City, ,2016/10/06,2016/10/25
"Bennett, Carolyn",Wooden model canoe,"Clifford Bastien Jr., Chief of the Mattawa/North Bay Algonquin First Nation and Algonquin ...",Signing ceremony of the agreement in principle with the Algonquins of Ontario, ,2016/10/18,2016/10/21
"MacAulay, Lawrence",Picture frame and wooden box with painted flowers,Chairman of Korea Importers Association (KOIMA),"Meeting with KOIMA in Seoul, South Korea", ,2016/04/26,2016/10/12
"Joly, Mélanie",Painting,"Janick Ericksen, artist",Gift for the Minister received at her constituency office, ,2016/09/29,2016/10/07
"Sajjan, Harjit S.",Zeiss brand binoculars,"Dr. Ursula von der Leven, Minister of Defence of Germany",During an official visit to Vancouver, ,2016/09/10,2016/10/06
"Trudeau, Justin",Canada Goose Men’s Freestyle Vest,"Geoff Green, President of Students on Ice Foundation, Gatineau, Québec","Students on Ice Foundation event held at the Canadian Museum of Nature, Ottawa", ,2016/07/21,2016/10/03
"Trudeau, Justin",Native Beaded Moose Hide and Beaver Fur Mitts,"Chief Teddy Clark, Clearwater River Dene Nation, La Loche, Saskatchewan",Following my visit of the community of La Loche, ,2016/04/29,2016/10/03
"Bennett, Carolyn",Haida bracelet,Skidegate First Nation,Meeting with Skidegate First Nation, ,2016/09/30,2016/10/03
"Champagne, François-Philippe",Two tickets to the benefit performance of Céline Dion at the Amphithéâtre Cogeco in Trois-...,"Alain Lamarre, Consultant to the Cogeco Amphitheatre of Trois-Rivières",offered within the customary standards of hospitality that normally accompany the Member's..., ,,2016/10/01
"Champagne, François-Philippe",,,, ,,2016/10/01
"Champagne, François-Philippe",,,, ,,2016/10/01
"O'Connell, Jennifer",Fees to participate in the Rouge Valley Ajax and Pickering Mayors' Charity Golf Classic,Mr. Ken Rovinelli of TACC Developments,Invited to participate as Member for Pickering - Uxbridge, ,2016/09/15,2016/09/29
"Bennett, Carolyn",Lyme grass basket,Officials from the Inuit Tapiriit Kanatami,Inuit Tapiriit Kanatami annual general assembly, ,2016/09/14,2016/09/27
"Bennett, Carolyn",Hand-painted paddle,"Marie Ann Wood, Chief of the St. Theresa Point First Nation",Tour of the St. Theresa Point community, ,2016/08/15,2016/09/23
"Bennett, Carolyn",Sculpture and beaded moccasins,"Ernie Bussidor, Chief of Sayisi Dene",Apology for the relocation of the Sayisi Dene, ,2016/08/16,2016/09/23
"Miller, Marc",Wooden chess set,Wasim Ramli and the Centre Culturel Syrien,Syrian Kids Foundation gala dinner, ,2016/05/01,2016/09/15
"Miller, Marc",Two tickets to the Grand Bal des Vins-Coeurs,André Desmarais. supporter of the Montreal Heart Institute and the event,Invited in my capacity as a Member of Parliament, ,2016/09/08,2016/09/15
"Miller, Marc",Wood wall carving,Laganlso Da Silva and the India Canada Association of Montreal,Celebration of India's 70th Independence Day, ,2016/08/20,2016/09/15
"Trudeau, Justin",Tiffany sterling silver Calgary Stampede Charm Bracelet,"Warren Connell, Chief Executive Officer, Calgary Stampede, Calgary, Alberta","Offered to my spouse when I attended the Calgary Stampede (July 15-16, 2016)", ,,2016/09/13
"Trudeau, Justin",“Tree of Life” handcrafted in clay on a hemispherical base of my family,"His Excellency Enrique Peña Nieto, President of the United Mexican States",Official visit to Ottawa to attend bilateral meetings and North American Leaders’ Summit (..., ,,2016/09/13
"Trudeau, Justin",Gift box containing traditional Krakowski Kredens Polish specialties,"His Excellency Andrzej Duda, President of the Republic of Poland","Visit to Poland to attend the NATO Summit held in Warsaw, Poland (was received in Ottawa)", ,2016/07/19,2016/09/13
"Trudeau, Justin",Birks sterling silver Maple Leaf Necklace,"Eva Hartling, Director Marketing & Communications, Birks Group Inc., Montreal","Offered to my spouse when I attended the Calgary Stampede (July 15-16, 2016)", ,,2016/09/13
"Trudeau, Justin",3D abstract art of the Canadian Flag,"His Excellency Petro Poroshenko, President of Ukraine","Meeting during the official visit to Kiev, Ukraine", ,2016/07/11,2016/09/13
"Trudeau, Justin",Birks men’s sports watch,"Eva Hartling, Director Marketing & Communications, Birks Group Inc., Montreal","When I attended the Calgary Stampede (July 15-16, 2016)", ,,2016/09/13
"Trudeau, Justin",Tiffany sterling silver Calgary Stampede Cufflinks,"Warren Connell, Chief Executive Officer, Calgary Stampede, Calgary, Alberta","When I attended the Calgary Stampede (July 15-16, 2016)", ,,2016/09/13
"McLeod, Michael",Moosehide beaded slippers,Deline Community Government,Attended and spoke on behalf of the Minister of Indigenous Affairs at Deline Community Gov..., ,2016/09/07,2016/09/12
"Qualtrough, Carla",Team Canada Paralympic Uniforms,"Canadian Paralympic Committee Chief Executive Officer, Karen O'Neill",For attendance at the Rio 2016 Paralympic Games, ,2016/06/03,2016/09/06
"Joly, Mélanie",Two full-festival VIP passes to Osheaga,Osheaga Festival,Official function, ,2016/08/05,2016/08/22
"Trudeau, Justin",Men’s Grand Seiko Watch,"His Excellency Shinzo Abe, Prime Minister of Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin","Wood carved Raven mask by artist Hebert Reece, Tsimshian Nation, B.C.","Mayor Linda Hepner on behalf of City of Surrey, B.C.","Meeting with Mayor Hepner during visit to Surrey, B.C.", ,2016/03/01,2016/08/18
"Trudeau, Justin",Acrylic on Panel titled “Glacier” by artist Norah Borden from her Planet Earth Series,"Norah Borden, Vancouver, B.C.","Attended 2016 Globe Leadership Summit Conference Vancouver, B.C.", ,2016/03/02,2016/08/18
"Trudeau, Justin",Women’s Grand Seiko Watch offered to my spouse,"His Excellency Shinzo Abe, Prime Minister of Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Belize Coat of Arms Cufflinks presented in silver cufflink case,"His Excellency Patrick Andrews, High Commissioner for Belize",Meeting with High Commissioner in Ottawa, ,2016/04/10,2016/08/18
"Trudeau, Justin",Custom Pickard China Hand-painted platter of the White House,"The Honorable Barack Obama, President of the United States of America",Official visit to Washington to attend the 2016 Nuclear Security Summit, ,2016/04/01,2016/08/18
"Trudeau, Justin",Truck art portrait of Prime Minister Trudeau,"His Excellency Tariq Azim Khan, High Commission for Pakistan, Ottawa",Compliments to Prime Minister Trudeau, ,2016/04/07,2016/08/18
"Trudeau, Justin",Hand painted porcelain plate by Guangzhou Décor and paper-cuts profile of Prime Minister T...,"His Excellency Hu Chunhua, People’s Republic of China",Meeting, ,2016/05/09,2016/08/18
"Trudeau, Justin",Pendleton Wool Beaver State Blanket,"Naomi Field and Board of Directors, Seven Generations Education Institute, Fort Frances, O...","Visit to Shoal Lake, SK", ,2016/04/27,2016/08/18
"Trudeau, Justin",Poenari “Majestic” handcrafted fountain pen,"His Excellency Dacian Ciolos, Prime Minister of Romania",Visit in Ottawa, ,2016/06/15,2016/08/18
"Trudeau, Justin",Imabari towel set and Tatamo yoga mat offered to my spouse,Mrs. Abe,"Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Wool Blazer with grey embroidery offered to my spouse,"Sheila Keighron of Odjig Arts, Vancouver, BC","Received with an invitation to attend National Aboriginal Day Gala Celebration, Ottawa", ,2016/06/03,2016/08/18
"Trudeau, Justin",Handcrafted one-of-kind silver feather cuff offered to my spouse,"Tanya Milne, of ELLAments, Middle Sackville, NS",Introduction to ELLAments jewellery, ,2016/06/12,2016/08/18
"Trudeau, Justin",Framed reproduction of “Les premiers ministres libéraux du Canada” by Bernard Poulin,"Ateliers Bernard Poulin Studios, Ottawa, ON",As a tribute, ,2016/04/24,2016/08/18
"Trudeau, Justin","Suzusan tie-dyed scarf - Arimatsu Narumi Shibori, a traditional Japanese textile finishing...","Takashi Kawamura, Mayor of the City of Nagoya","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Bronze carved picture of Temple of Literature by Golden hand silver smiths,"His Excellency Nguyen Xuan Phuc, Prime Minister of the Socialist Republic of Vietnam",Meeting with His Excellency during my official visit to Japan to attend the G7 Summit (May..., ,,2016/08/18
"Trudeau, Justin",Mikimoto Sterling Silver circle of pearls necklace and Mikimoto pearl tie pin offered to m...,"Kusuichi Kida, Mayor of Toba City, Japan",Commemorate our 11th Anniversary, ,2016/05/25,2016/08/18
"Trudeau, Justin",Dassai Beyond Sake and a pair of Edo-Kiriko hand-made sake glasses,"His Excellency Shinzo Abe, Prime Minister of Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Unique Sikh Sword called “Song of the Khalsa” in an alloy framed hard case,Members of the Liberal Sikh Caucus,Presented during Vaisakhi Cultural Celebrations on Parliament Hill, ,2016/04/11,2016/08/18
"Trudeau, Justin",Limited Edition framed prints of “Cap-a-pie” series of traditional Canadian winter wear,"Robin Clugston, Ottawa, ON",Introduction to Robin Clugston’s work, ,2016/05/16,2016/08/18
"Trudeau, Justin",Chinese Vase,"His Excellency Wang Yi, Minister of Foreign Affairs of the Peoples Republic of China",Meeting in my office in Ottawa, ,2016/06/01,2016/08/18
"Trudeau, Justin",Cloisonne Kakitsubata (iris) plate – Prefectural flower of Aichi,"Hideaki Ohmura, Governor of Aichi Prefecture, Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin","3D framed painting of the Maple Leaf by Canadian artist, Paul Molnar","Jack Masters, former Liberal MP from Thunder Bay",Token of appreciation, ,2016/04/01,2016/08/18
"Trudeau, Justin",Unique hand crafted hat offered to my spouse,"Sherry Hrycay of Sova Design Millinery, Saskatoon, SK",Introduction to Sova Design Millinery, ,2016/04/27,2016/08/18
"Trudeau, Justin",Silver bracelet depicting a hummingbird by designer Victoria Harper,"Mayor Linda Hepner, City of Surrey","Meeting with Mayor Hepner during visit to Surrey, B.C.", ,2016/03/01,2016/08/18
"Trudeau, Justin",Mikimoto Cosmetics offered to my spouse,"Kikuhiko Okamoto, President, Mikimoto Pharmaceutical Co. Ltd.","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Framed seashell art picture of cranes and turtles,"Hidekazu Oguchi, Mayor of Shima City, Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Face mask worn in RANRYO-O during Jingu Bugaku events,"Kenichi Suzuki, Mayor of Ise City, Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Bronze and granite statue of Józef Antoni Poniatowski 1763-1813,"His Excellency Andrzej Duda, President of the Republic of Poland","Official visit to Ottawa (May 9-11, 2016)", ,,2016/08/18
"Trudeau, Justin",Souris Mini clothing offered to my children,André Gaudrau,Introduction to the Souris Mini line of children’s clothing, ,2016/04/24,2016/08/18
"Trudeau, Justin",Qiviuk Muskox cable knit sweater,"Fernando Alvarez, President, Jacques Cartier Clothiers Inc., Banff, AB",No special event, ,2016/04/20,2016/08/18
"Trudeau, Justin",Collection of books by Gabriel Garcia Marques presented in a linen book sleeve,"His Excellency Juan Manuel Santos, President of the Republic of Colombia",Received during my visit to New York, ,2016/04/22,2016/08/18
"Trudeau, Justin","Prints of Guru Gobind Singh Ji, a spiritual master and Anandpur Sahib, Punjab, India","Satinder Sartaaj, Punjabi performer",Presented during Vaisakhi Cultural Celebrations on Parliament Hill, ,2016/04/11,2016/08/18
"Trudeau, Justin",Rio 2016 Canadian Olympic Team Opening Ceremony outfits designed by Dsquared2 in partnersh...,"Alix Herman, Public Relations, Hudson’s Bay Company, Toronto, ON",Preparation for opening of the 2016 Rio Olympic Games, ,2016/06/17,2016/08/18
"Trudeau, Justin",Japanese vase - Hagi Yaki ware,"His Excellency Shinzo Abe, Prime Minister of Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Handmade guitar made by the students presented in a guitar case,"Kristen Albert and students of Oskayak High School, Saskatoon, SK",Visit to Oskayak High School, ,2016/04/27,2016/08/18
"Trudeau, Justin","Anne-Marie Chagnon necklace, “Two A” necklace and statement piece","Marlene Shepherd of Shepherd’s Fashions, Ottawa",Presented to my spouse when the Federal Liberal Women’s Club of Ottawa hosted a Fashion FU..., ,2016/04/19,2016/08/18
"Trudeau, Justin","Framed photo of Giant Canadian Nickel built in 1964, photographed by Agnus Febriyant","Mayor Brian Bigger, City of Greater Sudbury",During a roundtable discussion at Tom Davies Square in Sudbury, ,2016/04/07,2016/08/18
"Trudeau, Justin",Pearl necklace presented in a H.R.Y. Co. Canada box,"Winnie Liao, President Respon Wealth Management Corp","Presented to my spouse as a thank you for attending an event in Richmond Hill, ON (Decembe...", ,,2016/08/18
"Trudeau, Justin",2 wool coats offered to my spouse,"Cindy Xin, Director and designer of Zareen, Burnaby, BC",Introduction to the Zareen product line (March 2016), ,,2016/08/18
"Trudeau, Justin",Pair of Narumi Bone China hand painted cups and saucers,"Eikei Suzuki, Governor of Mie Prefecture, Japan","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Trudeau, Justin",Mikimoto Sterling Silver single pearl necklace offered to my spouse,"Hitoshi Yoshida, President, Mikimoto & Co. Ltd.","Official visit to attend the G7 held in Ise-Shima, Japan (May 26-27, 2016)", ,,2016/08/18
"Hughes, Carol",Invitation to conference,"Executive Committee, Administrative Support Regina Toulouse","Assembly of First Nations 37th Annual General Assembly in Niagara Falls, Ontario", ,2016/07/01,2016/08/16
"Rota, Anthony",Attendance fee.,Federation of Northern Ontario Municipalities.,Guest speaker., ,,2016/08/03
"Fox, Kathleen Carol",Man's watch,"Michael Cramer, Chair of the Committee on Transport and Tourism of the European Parliament...",Official visit and briefing requested by European Parliament's Committee on Transport and ..., ,2016/05/20,2016/07/26
"Bennett, Carolyn",Handmade pottery,Assemby of First Nations,"The 37th Annual General Assembly of the Assembly of First Nations in Niagara Falls, Ontari...", ,2016/07/13,2016/07/20
"Bennett, Carolyn",Painting,"David Chartrand, President of the Manitoba Metis Federation",Meeting in Winnipeg with Manitoba Metis Federation to sign a Memorandum of Understanding, ,2016/05/26,2016/07/20
"Joly, Mélanie",Two tickets for the Cirque du Soleil,Cirque du Soleil,"Due to a scheduling conflict on the opening night of Cirque du Soleil’s Luzia, I was offer...", ,2016/06/26,2016/07/07
"Joly, Mélanie",Two tickets for the Cirque du Soleil,Cirque du Soleil,"Due to a scheduling conflict on the opening night of Cirque du Soleil’s Luzia, I was offer...", ,2016/06/26,2016/07/07
"Bennett, Carolyn",,,, ,,2016/06/21
"Bennett, Carolyn",,,, ,,2016/06/21
"Bennett, Carolyn",,,, ,,2016/06/21
"Freeland, Chrystia","Silver Cross penBlue Kuna scarf, beige Sol Alpaca scarf, pink scarfWood and silver statues...","Magali Silva Velarde-AlvarezMinister of Commerce, Foreign Trade, and Tourism of Peru",Official visit abroad, ,2016/05/19,2016/06/17
"Freeland, Chrystia","Silver Cross penBlue Kuna scarf, beige Sol Alpaca scarf, pink scarfWood and silver statues...","Magali Silva Velarde-AlvarezMinister of Commerce, Foreign Trade, and Tourism of Peru",Official visit abroad, ,2016/05/19,2016/06/17
"Block, Kelly",Tickets to Garth Brooks concert in Saskatoon,SaskTel Centre Board of Directors,Tickets were offered to MP Block in an email from the CEO of the SaskTel Centre, ,,2016/06/14
"Trudeau, Justin",Leather jacket with embroideries and Traditional feather headdress,"Tsuut’ina Nation, Alberta",Ceremony in honour of the Prime Minister, ,2016/03/04,2016/06/06
"Trudeau, Justin",Ellie Mae Yazmin jacket,"Ellie Mae, Canadian designer, Toronto","Provided to my spouse by the designer to wear during the official visit to Washington, D.C...", ,,2016/06/06
"Trudeau, Justin",Discounts on guides and lift tickets,"Whistler Blackcomb, British Columbia",Family ski holiday, ,2016/02/27,2016/06/06
"Trudeau, Justin",Framed photograph of McDonald Valley in Waterton-Glacier International Peace Park by an Am...,"Barack Obama, President of the United States","Presented during the official visit to Washington, D.C.", ,2016/03/10,2016/06/06
"Trudeau, Justin",Pink Tartan tuxedo suit,"Kimberly Newport Mimran, Canadian Designer, Toronto",Provided to my spouse by the designer to wear during the 2016 Catalyst Awards Conference i..., ,2016/03/16,2016/06/06
"Trudeau, Justin",Framed image of the White House including commemorative plaque designed exclusively for th...,"Stewart D. McLaurin, on behalf of the White House Historical Association","Presented during the official visit to Washington, D.C. (March 9-11, 2016)", ,,2016/06/06
"Trudeau, Justin",Rudsak Sweater Coat,"Rudsak, Montreal",Provided to my spouse by the company to wear during the funeral of René Angélil in Montrea..., ,2016/01/22,2016/06/06
"Trudeau, Justin","American University items including T-shirts, hooded sweat shirts and American Eagles plus...","Cornelius Martin Kewin, President of American University and James Goldgeier, Dean of the ...","Presented to my family and I during the official visit to Washington, D.C. (March 9-11, 20...", ,,2016/06/06
"Trudeau, Justin",Framed original painting on canvas entitled “A Canal like no Other” by artist Katerina Mer...,"Katerina Mertikas, Ottawa","Presented to my spouse at CHEO’s Healthy Kids Awards, Ottawa", ,2016/03/23,2016/06/06
"Trudeau, Justin",Alan Anderson costume earrings,"Alan Anderson, Canadian jewellery designer, Toronto","Provided to my spouse by the designer to wear during the official visit to Washington, D.C...", ,,2016/06/06
"Trudeau, Justin","Flying Turtle Ride-on Scooters, Liberty jigsaw puzzle, pull-toy building blocks, plush toy...","Barack Obama, President of the United States and Mrs. Michelle Obama","Presented to my children during the official visit to Washington, D.C.", ,2016/03/10,2016/06/06
"Trudeau, Justin",Stained glass wall hanging representing Mt. Athabasca at the Silverhorn Ridge in Alberta a...,Peter Fuhrmann,Commemoration of Pierre Elliott Trudeau and Mr. Fuhrmann climbing the Silverhorn Ridge in ..., ,2016/03/11,2016/06/06
